Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Transaction,Customer Name,Segment,Country,City,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Rating
29,US-2012-150630,17-09-2012,21-09-2012,Standard Class,TB-21520,$9.62,Tracy Blumstein,Consumer,United States,Philadelphia,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,$9.62,2,0.7,$-7.05,3.9
30,US-2012-150630,17-09-2012,21-09-2012,Standard Class,TB-21520,$124.20,Tracy Blumstein,Consumer,United States,Philadelphia,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",$124.20,3,0.2,$15.53,4.0
31,US-2012-150630,17-09-2012,21-09-2012,Standard Class,TB-21520,$3.26,Tracy Blumstein,Consumer,United States,Philadelphia,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,$3.26,2,0.2,$1.10,4.1
32,US-2012-150630,17-09-2012,21-09-2012,Standard Class,TB-21520,$86.30,Tracy Blumstein,Consumer,United States,Philadelphia,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",$86.30,6,0.2,$9.71,3.8
33,US-2012-150630,17-09-2012,21-09-2012,Standard Class,TB-21520,$6.86,Tracy Blumstein,Consumer,United States,Philadelphia,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",$6.86,6,0.7,$-5.71,3.4
34,US-2012-150630,17-09-2012,21-09-2012,Standard Class,TB-21520,$15.76,Tracy Blumstein,Consumer,United States,Philadelphia,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,$15.76,2,0.2,$3.55,4.1
35,CA-2014-107727,20-10-2014,24-10-2014,Second Class,MA-17560,$29.47,Matt Abelman,Home Office,United States,Houston,OFF-PA-10000249,Office Supplies,Paper,Staples,$29.47,3,0.2,$9.95,4.3
36,CA-2013-117590,09-12-2013,11-12-2013,First Class,GH-14485,$1097.54,Gene Hale,Corporate,United States,Richardson,TEC-PH-10004977,Technology,Phones,GE 30524EE4,$1097.54,7,0.2,$123.47,4.5
37,CA-2013-117590,09-12-2013,11-12-2013,First Class,GH-14485,$190.92,Gene Hale,Corporate,United States,Richardson,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",$190.92,5,0.6,$-147.96,3.8
38,CA-2012-117415,27-12-2012,31-12-2012,Standard Class,SN-20710,$113.33,Steve Nguyen,Home Office,United States,Houston,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",$113.33,9,0.2,$35.41,4.2
39,CA-2012-117415,27-12-2012,31-12-2012,Standard Class,SN-20710,$532.40,Steve Nguyen,Home Office,United States,Houston,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",$532.40,3,0.32,$-46.98,3.8
40,CA-2012-117415,27-12-2012,31-12-2012,Standard Class,SN-20710,$212.06,Steve Nguyen,Home Office,United States,Houston,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",$212.06,3,0.3,$-15.15,
41,CA-2012-117415,27-12-2012,31-12-2012,Standard Class,SN-20710,$371.17,Steve Nguyen,Home Office,United States,Houston,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,$371.17,4,0.2,$41.76,4.1
42,CA-2014-120999,11-09-2014,16-09-2014,Standard Class,LC-16930,$147.17,Linda Cazamias,Corporate,United States,Naperville,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,$147.17,4,0.2,$16.56,4.2
43,CA-2013-101343,18-07-2013,23-07-2013,Standard Class,RA-19885,$77.88,Ruben Ausman,Corporate,United States,Los Angeles,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",$77.88,2,0.0,$3.89,4.1
44,CA-2014-139619,20-09-2014,24-09-2014,Standard Class,ES-14080,$95.62,Erin Smith,Corporate,United States,Melbourne,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",$95.62,2,0.2,$9.56,4.3
45,CA-2013-118255,12-03-2013,14-03-2013,First Class,ON-18715,$45.98,Odella Nelson,Corporate,United States,Eagan,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",$45.98,2,0.0,$19.77,4.3
46,CA-2013-118255,12-03-2013,14-03-2013,First Class,ON-18715,$17.46,Odella Nelson,Corporate,United States,Eagan,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,$17.46,2,0.0,$8.21,4.3
47,CA-2011-146703,20-10-2011,25-10-2011,Second Class,PO-18865,$211.96,Patrick O'Donnell,Consumer,United States,Westland,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",$211.96,4,0.0,$8.48,4.2
48,CA-2013-169194,21-06-2013,26-06-2013,Standard Class,LH-16900,$45.00,Lena Hernandez,Consumer,United States,Dover,TEC-AC-10002167,Technology,Accessories,ImationÃÂ 8gb Micro Traveldrive Usb 2.0ÃÂ Flash Drive,$45.00,3,0.0,$4.95,4.1
49,CA-2013-169194,21-06-2013,26-06-2013,Standard Class,LH-16900,$21.80,Lena Hernandez,Consumer,United States,Dover,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",$21.80,2,0.0,$6.10,4.5
50,CA-2012-115742,18-04-2012,22-04-2012,Standard Class,DP-13000,$38.22,Darren Powers,Consumer,United States,New Albany,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",$38.22,6,0.0,$17.96,4.4
51,CA-2012-115742,18-04-2012,22-04-2012,Standard Class,DP-13000,$75.18,Darren Powers,Consumer,United States,New Albany,OFF-LA-10002762,Office Supplies,Labels,Avery 485,$75.18,6,0.0,$35.33,3.8
52,CA-2012-115742,18-04-2012,22-04-2012,Standard Class,DP-13000,$6.16,Darren Powers,Consumer,United States,New Albany,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,$6.16,2,0.0,$2.96,4.2
53,CA-2012-115742,18-04-2012,22-04-2012,Standard Class,DP-13000,$89.99,Darren Powers,Consumer,United States,New Albany,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",$89.99,1,0.0,$17.10,4.4
54,CA-2013-105816,12-12-2013,18-12-2013,Standard Class,JM-15265,$15.26,Janet Molinari,Corporate,United States,New York City,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,$15.26,7,0.0,$6.26,4.4
55,CA-2013-105816,12-12-2013,18-12-2013,Standard Class,JM-15265,$1029.95,Janet Molinari,Corporate,United States,New York City,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,$1029.95,5,0.0,$298.69,3.5
56,CA-2013-111682,18-06-2013,19-06-2013,First Class,TB-21055,$208.56,Ted Butterfield,Consumer,United States,Troy,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,$208.56,6,0.0,$52.14,4.1
57,CA-2013-111682,18-06-2013,19-06-2013,First Class,TB-21055,$32.40,Ted Butterfield,Consumer,United States,Troy,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,$32.40,5,0.0,$15.55,4.4
58,CA-2013-111682,18-06-2013,19-06-2013,First Class,TB-21055,$319.41,Ted Butterfield,Consumer,United States,Troy,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,$319.41,5,0.1,$7.10,4.0
59,CA-2013-111682,18-06-2013,19-06-2013,First Class,TB-21055,$14.56,Ted Butterfield,Consumer,United States,Troy,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",$14.56,2,0.0,$6.99,4.3
60,CA-2013-111682,18-06-2013,19-06-2013,First Class,TB-21055,$30.00,Ted Butterfield,Consumer,United States,Troy,TEC-AC-10002167,Technology,Accessories,ImationÃÂ 8gb Micro Traveldrive Usb 2.0ÃÂ Flash Drive,$30.00,2,0.0,$3.30,3.8
61,CA-2013-111682,18-06-2013,19-06-2013,First Class,TB-21055,$48.48,Ted Butterfield,Consumer,United States,Troy,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,$48.48,4,0.2,$16.36,4.2
62,CA-2013-111682,18-06-2013,19-06-2013,First Class,TB-21055,$1.68,Ted Butterfield,Consumer,United States,Troy,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,$1.68,1,0.0,$0.84,3.5
63,CA-2012-135545,24-11-2012,30-11-2012,Standard Class,KM-16720,$13.98,Kunst Miller,Consumer,United States,Los Angeles,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",$13.98,2,0.0,$6.15,4.1
64,CA-2012-135545,24-11-2012,30-11-2012,Standard Class,KM-16720,$25.82,Kunst Miller,Consumer,United States,Los Angeles,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",$25.82,6,0.2,$9.36,4.3
65,CA-2012-135545,24-11-2012,30-11-2012,Standard Class,KM-16720,$146.73,Kunst Miller,Consumer,United States,Los Angeles,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,$146.73,3,0.0,$68.96,3.8
66,CA-2012-135545,24-11-2012,30-11-2012,Standard Class,KM-16720,$79.76,Kunst Miller,Consumer,United States,Los Angeles,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,$79.76,4,0.0,$22.33,3.7
67,US-2012-164175,30-04-2012,05-05-2012,Standard Class,PS-18970,$213.12,Paul Stevenson,Home Office,United States,Chicago,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",$213.12,5,0.3,$-15.22,3.3
68,CA-2011-106376,05-12-2011,10-12-2011,Standard Class,BS-11590,$1113.02,Brendan Sweed,Corporate,United States,Gilbert,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",$1113.02,8,0.2,$111.30,4.1
69,CA-2011-106376,05-12-2011,10-12-2011,Standard Class,BS-11590,$167.97,Brendan Sweed,Corporate,United States,Gilbert,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,$167.97,4,0.2,$62.99,4.2
70,CA-2013-119823,05-06-2013,07-06-2013,First Class,KD-16270,$75.88,Karen Daniels,Consumer,United States,Springfield,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",$75.88,2,0.0,$35.66,4.1
71,CA-2013-106075,19-09-2013,24-09-2013,Standard Class,HM-14980,$4.62,Henry MacAllister,Consumer,United States,New York City,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,$4.62,1,0.2,$1.73,4.5
72,CA-2014-114440,15-09-2014,18-09-2014,Second Class,TB-21520,$19.05,Tracy Blumstein,Consumer,United States,Jackson,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",$19.05,3,0.0,$8.76,4.5
73,US-2012-134026,26-04-2012,02-05-2012,Standard Class,JE-15745,$831.94,Joel Eaton,Consumer,United States,Memphis,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,$831.94,8,0.2,$-114.39,3.7
74,US-2012-134026,26-04-2012,02-05-2012,Standard Class,JE-15745,$97.04,Joel Eaton,Consumer,United States,Memphis,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",$97.04,2,0.2,$1.21,4.2
75,US-2012-134026,26-04-2012,02-05-2012,Standard Class,JE-15745,$72.78,Joel Eaton,Consumer,United States,Memphis,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,$72.78,1,0.2,$-18.20,4.6
76,US-2014-118038,10-12-2014,12-12-2014,First Class,KB-16600,$1.25,Ken Brennan,Corporate,United States,Houston,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,$1.25,3,0.8,$-1.93,4.3
77,US-2014-118038,10-12-2014,12-12-2014,First Class,KB-16600,$9.71,Ken Brennan,Corporate,United States,Houston,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",$9.71,3,0.6,$-5.82,4.0
78,US-2014-118038,10-12-2014,12-12-2014,First Class,KB-16600,$27.24,Ken Brennan,Corporate,United States,Houston,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",$27.24,3,0.2,$2.72,4.1
79,US-2011-147606,26-11-2011,01-12-2011,Second Class,JE-15745,$19.30,Joel Eaton,Consumer,United States,Houston,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",$19.30,5,0.6,$-14.47,4.2
80,CA-2013-127208,13-06-2013,16-06-2013,First Class,SC-20770,$208.16,Stewart Carmichael,Corporate,United States,Decatur,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",$208.16,1,0.0,$56.20,3.6
81,CA-2013-127208,13-06-2013,16-06-2013,First Class,SC-20770,$16.74,Stewart Carmichael,Corporate,United States,Decatur,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,$16.74,3,0.0,$8.04,4.5
82,CA-2011-139451,12-10-2011,16-10-2011,Standard Class,DN-13690,$14.90,Duane Noonan,Consumer,United States,San Francisco,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",$14.90,5,0.0,$4.17,4.0
83,CA-2011-139451,12-10-2011,16-10-2011,Standard Class,DN-13690,$21.39,Duane Noonan,Consumer,United States,San Francisco,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",$21.39,1,0.0,$6.20,4.0
84,CA-2012-149734,03-09-2012,08-09-2012,Standard Class,JC-16105,$200.98,Julie Creighton,Corporate,United States,Durham,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,$200.98,7,0.2,$62.81,4.3
85,US-2014-119662,14-11-2014,17-11-2014,First Class,CS-12400,$230.38,Christopher Schild,Home Office,United States,Chicago,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,$230.38,3,0.2,$-48.95,4.0
86,CA-2014-140088,29-05-2014,31-05-2014,Second Class,PO-18865,$301.96,Patrick O'Donnell,Consumer,United States,Columbia,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,$301.96,2,0.0,$33.22,3.6
87,CA-2014-155558,27-10-2014,03-11-2014,Standard Class,PG-18895,$19.99,Paul Gonzalez,Consumer,United States,Rochester,TEC-AC-10001998,Technology,Accessories,LogitechÃÂ LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,$19.99,1,0.0,$6.80,3.8
88,CA-2014-155558,27-10-2014,03-11-2014,Standard Class,PG-18895,$6.16,Paul Gonzalez,Consumer,United States,Rochester,OFF-LA-10000134,Office Supplies,Labels,Avery 511,$6.16,2,0.0,$2.96,4.3
89,CA-2013-159695,06-04-2013,11-04-2013,Second Class,GM-14455,$158.37,Gary Mitchum,Home Office,United States,Houston,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,$158.37,7,0.2,$13.86,4.1
90,CA-2013-109806,18-09-2013,23-09-2013,Standard Class,JS-15685,$20.10,Jim Sink,Corporate,United States,Los Angeles,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,$20.10,3,0.0,$6.63,4
91,CA-2013-109806,18-09-2013,23-09-2013,Standard Class,JS-15685,$73.58,Jim Sink,Corporate,United States,Los Angeles,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,$73.58,2,0.2,$8.28,4.5
92,CA-2013-109806,18-09-2013,23-09-2013,Standard Class,JS-15685,$6.48,Jim Sink,Corporate,United States,Los Angeles,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,$6.48,1,0.0,$3.11,4.0
93,CA-2012-149587,31-01-2012,05-02-2012,Second Class,KB-16315,$12.96,Karl Braun,Consumer,United States,Minneapolis,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,$12.96,2,0.0,$6.22,4.4
94,CA-2012-149587,31-01-2012,05-02-2012,Second Class,KB-16315,$53.34,Karl Braun,Consumer,United States,Minneapolis,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",$53.34,3,0.0,$16.54,3.9
95,CA-2012-149587,31-01-2012,05-02-2012,Second Class,KB-16315,$32.96,Karl Braun,Consumer,United States,Minneapolis,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,$32.96,2,0.0,$16.15,4.5
96,US-2014-109484,07-11-2014,13-11-2014,Standard Class,RB-19705,$5.68,Roger Barcio,Home Office,United States,Portland,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,$5.68,1,0.7,$-3.79,4.1
97,CA-2014-161018,10-11-2014,12-11-2014,Second Class,PN-18775,$96.53,Parhena Norris,Home Office,United States,New York City,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,$96.53,7,0.0,$40.54,4.0
98,CA-2014-157833,18-06-2014,21-06-2014,First Class,KD-16345,$51.31,Katherine Ducich,Consumer,United States,San Francisco,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,$51.31,3,0.2,$17.96,4.2
99,CA-2013-149223,07-09-2013,12-09-2013,Standard Class,ER-13855,$77.88,Elpida Rittenbach,Corporate,United States,Saint Paul,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,$77.88,6,0.0,$22.59,4.3
100,CA-2013-158568,30-08-2013,03-09-2013,Standard Class,RB-19465,$64.62,Rick Bensley,Home Office,United States,Chicago,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,$64.62,7,0.2,$22.62,4.3
101,CA-2013-158568,30-08-2013,03-09-2013,Standard Class,RB-19465,$95.98,Rick Bensley,Home Office,United States,Chicago,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,$95.98,3,0.2,$-10.80,4.5
102,CA-2013-158568,30-08-2013,03-09-2013,Standard Class,RB-19465,$1.79,Rick Bensley,Home Office,United States,Chicago,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,$1.79,3,0.8,$-3.04,3.9
103,CA-2013-129903,02-12-2013,05-12-2013,Second Class,GZ-14470,$23.92,Gary Zandusky,Consumer,United States,Rochester,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),$23.92,4,0.0,$11.72,3.9
104,US-2012-156867,13-11-2012,17-11-2012,Standard Class,LC-16870,$238.90,Lena Cacioppo,Consumer,United States,Aurora,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,$238.90,6,0.2,$-26.88,4.4
105,US-2012-156867,13-11-2012,17-11-2012,Standard Class,LC-16870,$102.36,Lena Cacioppo,Consumer,United States,Aurora,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",$102.36,3,0.2,$-3.84,4.2
106,US-2012-156867,13-11-2012,17-11-2012,Standard Class,LC-16870,$36.88,Lena Cacioppo,Consumer,United States,Aurora,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",$36.88,3,0.7,$-25.82,4.2
